cod,numero_caso,descripcion,area_resolutor,estado
1846,1982,A SOLICITUD DEL JEFE POLO E INFORMADO VÍA LLAMADA POR AUGUSTO MENDOZA  //  SE PROCEDIÓ A REACTIVAR LA CUENTA DEL INVITADO ,SOPORTE,CERRADO
1847,1983,Mozilla/5.0 (iPhone // CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML // like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1 Este juego revisen no se puede jugar así congelado se queda Hasta ahora no se puede jugar en el indio  Asu qué tal control de su sistema SE LE INDICO QUE CAMBIE DE NAVEGADOR A CHROME PERO IGUAL ACCEDE A TODOS LOS JUEGOS MENOS A ESE // SE LE INFORMÓ A SOL,OPERACIONES TI,CERRADO
1848,1984,Cliente realiza retiro por 900 soles y no se percata que tenia un bono activo de sorteo electronico por el monto de 500 soles. Solicita que se le active nuevamente su bono para pode jugarlo. Se adjunta imagen de alira.  codigo: BP500PENF12###366281,CONTROL Y GESTION - SOPORTE,CERRADO
1849,1985,CLIENTE REALIZA JUEGO DESDE SU CELULAR ANDROI 10 // NOTE 8 PRO NAVEGADOR: MOZILLA CLIENTE INDICA QUE NO PUEDE ABRIR LOS JUEGOS DE PRAGMATIC. EN ESPECIAL EL JUEGO JOHN HUNTER AND THE BOOK // SOLICITA POR FAVOR QUE REVISEN SU CUENTA.,OPERACIONES TI - SOPORTE,CERRADO
1850,1986,Invitada menciona que el juego le da 7 jugadas gratis // cuando estaba comenzando el 2do juego gratis se paralizo el juego y no se concluyo. Cierra y vuelve a iniciar sesion // pero no le continua los juegos gratis. Modelo y marca: Iphone 12 Conexion: wifi Navegador: Chrome,CONTROL Y GESTION - SOPORTE,CERRADO
1851,1987,JUEGO NO ABRE NO SE VE REFLEJADO EN ALIRA POR QUE INVITADA NO PUDO INGRESAR AL JUEGO EN MENCION. INDICA QUE JUGÓ AYER 01/06 POR LA NOCHE SIN NINGÚN INCONVENIENTE // PERO HOY QUE QUISO VOLVER A INGRESAR // EL JUEGO NO ABRE. SOLICITA QUE REVISEN SU CUENTA PARA QUE PUEDA VOLVER A JUGAR.  ,SOPORTE,CERRADO
1852,1988,Invitada solicita retiro el 02/06/2021 a las  21:16:59 // minutos después // a las  21:47:43 activo su bono de Sorteo Electrónico BR100PENX20F8###397bbb por 100 soles // este bono se congela de manera automática al tener un retiro pendiente en curso. Se sugiere a invitada cancelar retiro // pero no desea. Considerar que invitada solicita retiro antes de ingresar su bono. Invitada pide que su bono sea restaurado. ,CONTROL Y GESTION - SOPORTE,CERRADO
1853,1989,Invitada indica que la maquina le abrió jugadas gratuitas  //iba x el ultimo tiro y se colgó sin pagarle. Intentó entrar nuevamente y no se actualizó su saldo. Siguió jugando y le volvió a ocurrir el mismo error. En el pantallazo que se adjunta // se visualizan dos errores de carga en su historial.,CONTROL Y GESTION - SOPORTE,CERRADO
1854,1990,Invitado indica que no abre varios juegos que normalmente juega // se adjuntas fotos de lo que le aparece. ,SOPORTE,CERRADO
1855,1991,Invitado tiene 2 cuenta anexadas a su perfil para solicitar su retiro (cuenta BBVA y Scotiabank) // solicita que eliminen la cuenta BBVA ya que no existe y teme equivocarse al momento de realizar sus futuros retiros. Se adjunta cuentas de invitado y chat solicitándolo.,FINANZAS - SOPORTE,CERRADO
1857,1993,Invitada comenta estaba jugando desde su laptop / chrome / wifi Le abrió una atracción y se colgó // le solicité que intente desde otro navegador. Probó desde otro dispositivo (celular / chrome / wifi) y culminó la jugada. Sin embargo comenta que nuevamente le sale el mensaje de error. (Le sale nuevamente el mismo error) Se adjuntan imágenes que mandó por whatsapp.,CONTROL Y GESTION - OPERACIONES TI - SOPORTE,CERRADO
1858,1994,Invitado indica que en evento (9199315 // 9199208) apuestas se dan como perdidas. se verifica que invitado realizó apuesta múltiple y se explica función // invitado se rehúsa a aceptar indicando que sus apuestas fueron individuales // pide que se revise ya que es un error de parte nuestra. Invitado desea pruebas detalladas. ,SOPORTE,CERRADO
1859,1995,Invitado desea el cierre de cuenta ya que regresará a su país y no podrá seguir jugando. Indica que desiste del saldo actual en efectivo de  $0.03 .  Se cargan imágenes de los correos y de su perfil de Alira. ,SOPORTE,CERRADO
1860,1996, (campaña de aniversario)    Invita informa vía whatsapp que se le ha brindado un código de bono en soles // cuando nosotros tenemos conocimiento que su cuenta es en dólares // informando que ésta // es una promoción engañosa. De igual manera hace el mismo comentario en "encuenta". Se ha realizado llamada a invitada informando // que se hizo excepción brindandole un bono de $25 (ya cargado en su cuenta) por motivo que señala.  Pese a que se explicó a invitada reiteradas veces que bono de $25 es por código de bono de S/50.00 que se entregó // invitada dice no entender y corta comunicación.  Invitada ya está informada que tiene un bono de $25 cargado en su cuenta.   ,SOPORTE,CERRADO
1861,1997,Invitado desea el cierre de cuenta // además desiste del saldo actual en su cuenta de s/0.02 .  Se cargan imágenes de correos y de Alira.  ,SOPORTE,CERRADO
1862,1998,CLIENTA SOLICITA CIERRE DE CUENTA POR MUCHA PERDIDA // SE ADJUNTA PANTALLAZOS DEL CORREO ENCIADO A SOPORTE.,VENTAS - SOPORTE,CERRADO
1863,1999,invita desea la exclusión de su cuenta para nuestra plataforma online Se adjunta imagen de correo,SOPORTE,CERRADO
1864,2000,Invitado realiza recarga vía SafetyPay con tarjeta BBVA // y no se visualiza hasta el momento monto en su cuenta.  se adjunta fotos. ,SOPORTE,CERRADO
1865,2001,invitada realiza recarga mediante safety pay y no visualiza hasta el momento su monto en su cuenta online,FINANZAS - SOPORTE,CERRADO
1866,2002,Invitado realiza recarga vía SafetyPay con tarjeta BBVA aún no visualiza monto de S/.300 en su cuenta. se adjunta comprobante de pago. y foto de alira. ,FINANZAS - SOPORTE,CERRADO
1867,2003,Invitada hace recarga vía Pagoefectivo (BBVA)  a la 1:02:35AM y hasta el momento no lo verifica.   Se cargan imágenes. ,SOPORTE,CERRADO
1870,2006,Invitado indica que en partido (ID 9591380) de box // se ha declarado empate. pide que apuesta sea devuelta ya que en la plataforma no se visualiza dicho botón. solo hay opción a ganador // por ende le correspondería la devolución de su efectivo.  se adjunta foto de altenar // donde se visualiza aún "abierto",SOPORTE,CERRADO
1871,2007,Señores el día de ayer domingo compre juegos por 192 soles Durante el juego en esta imagen no se ve que sale en parte inferior de la primera línea Así mismo en la jugada anterior hablé un pago y el sistema no se  cargo en el pago En este pago hacía que pudiera continuar con las jugadas y haber podido ganar mas  jugadas gratis ,SOPORTE,CERRADO
1872,2008,Invitado indica que al comprar juegos gratis por S/192  // le estuvo pagando pero hubo juegos en la que se quedaba colgado y no se completaba las filas y juegos en la que no le pagaron  // invitado reclama dado que pudo ver ganado mas de lo que ha ganado. invitado indica que es la segunda ves que le pasa lo mismo.,CONTROL Y GESTION - SOPORTE,CERRADO
1873,2009,Invitado indica que estuvo jugando en Joyful Joker Megaways y realizo una apuesta de 120 soles los cuales le dieron juegos gratis // pero su dispositivo se quedo congelado // indica tambien que ingreso por un segundo dispositivo pero no le cargo los juegos gratis. Invitado solicita que se le devuelva los 120 soles de apuesta o que se le de las jugadas gratis que no cargaron ya que con este inconveniente tambien perdió la apuesta que realizo. Se pregunta al invitado si volvió a ingresar al primer dispositivo donde le ocurrió el inconveniente // respondiendo que si y no cargo nada y comparte imágenes de como le aparece. Se adjunta Excel de ALIRA con apuesta sombreada para verificacion.,CONTROL Y GESTION - SOPORTE,CERRADO
1874,2010,POR FAVOR APOYO PARA VALIDAR CÓDIGO DE CLIENTA BP100PENF21###57d481 // SE SALE ERROR DE NO ES VALIDO.   SE ADJUNTA PANTALLAZO DE ERROR GRACIAS.,DEPORTES - SOPORTE,CERRADO
1875,2011,Mozilla/5.0 (Linux // Android 9 // moto g(6) plus) AppleWebKit/537.36 (KHTML // like Gecko) Chrome/91.0.4472.88 Mobile Safari/537.36 INVITADO SOLICITA QUE REVISEN SU CUENTA Y EL JUEGO EN MENCIÓN YA QUE INDICA QUE ÉL REALIZÓ UNA APUESTA DE 2 //048 SOLES Y EL PREMIO SOLO FUE 3 //072 SOLES. INDICA QUE CON ESA APUESTA EL PREMIO DEBIÓ DE SER MUCHO MAYOR. NO INDICA MONTO // PERO REITERA QUE NO ACEPTA EL MONTO DEL PREMIO PAGADO. SE ADJUNTA TODO QUE ENVIA CLIENTE Y DE ALIRA DONDE SE VISUALIZA EL MOVIMIENTO ( APUESTA Y PREMIO),CONTROL Y GESTION - SOPORTE,CERRADO
1876,2012,BP100PENF21###49ef38 / CLIENTE ACTIVA EL BONO ANTES DE QUE PUEDA VISUALIZAR EL RETIRO QUE REALIZO 2 HORAS ANTES DE ACTIVAR EL BONO // PESE A QUE SE LE BRINDO LA INSTRUCCION DE USO DE NO ACTIVAR EL BONO SI TIENE RETIRO PENDIENTE Q AUN NO VISUALIZA O Y DE PREFERENCIA TAMPOCO SALDO.,CONTROL Y GESTION - SOPORTE,CERRADO
1877,2013,invitada desea presentar una queja en la cual le restringen poder realizar varios retiros // indica que no deberían tener restricciones y deberían dejar retirar cuantas veces sea necesario o en todo caso deberían avisarles a los invitados estos temas ya que son muy incomodos para cada uno,SOPORTE,CERRADO
1878,2014,INVITADO SOLICITA REACTIVAR SU CUENTA DEL CASINO ONLINE SE ABONA PREMIO DEL TOP 50 EN CUENTA NO ACTIVA,DEPORTES - SOPORTE,CERRADO
1879,2015,invitada indica que el codigo que le han entregado no funciona dado que le sale error al colocarlo  Codigo: BP150PENF8###508454,DEPORTES - SOPORTE,CERRADO
1880,2016,Invitada indica se encontraba jugandoa las 12:00:57AM  // con apuesta de s/4.20 // y le salió un recuadro que había ganado s/80 de la promoción "DROPS & WINS" // indica no se lo sumaron a su crédito. Cerró y volvió a ingresar a las 12:02:42AM y no había el premio. Se verifica e indica es un torneo en la cual cuenta con las horas y minutos dentro del juego  //en la cual debe concluir. Indica sale ganadora de los s/80.Se le vuelve a explicar e indica pueda leer la reglas del jugo // de igual manera haremos la consulta y en plazo de 24hrs // le retornaríamos la comunicación con la explicación y lo que nos indique el área.   Se adjunta imágenes. ,SOPORTE,CERRADO
1881,2017,invitada indica que cuando entra al juego Dolphins Pearl Deluxe Mobile siempre le sale desconectar // intento borrar cookies // historial y los demás juegos le funcionan correctamente pero el que quiere jugar no  // desea que lo revisen,SOPORTE,CERRADO
1882,2018,Invitado recibió 2 códigos promocionales BP250PENF3###463cd5 - BP150PENF10###5514fe // el código BP250PENF3###463cd5 le sale un error y no puede canjearlo,DEPORTES - SOPORTE,CERRADO
1883,2019,invitado desea dar de baja a su cuenta  Se adjunta correo ,SOPORTE,CERRADO
1884,2020,Invitado desea cierre de cuenta  Se adjunta correo,SOPORTE,CERRADO
1885,2021,invitada realiza su primer depósito // es nivel 10 en online y nivel 0 en físico // sin embargo se le dio bono Duplica tu primer depósito // otorgándole 100 bonos a las 17:15 hrs. Invitada ya logró convertir su bono en efectivo. Ella no está reclamando nada // pero deseamos saber si existe un error de sistema. Su apoyo con el caso. Se adjunta imágenes de alira.,OPERACIONES TI - SOPORTE,CERRADO
1886,2022,Invitada indica que el día 05/06 realizo varios depósitos de 100 soles acumulando un monto de 500 soles y que no le ha cargado en su cuenta las cuales no figuran en ALIRA. Se adjunta imagen de movimientos que compartió la invitada ,SOPORTE,CERRADO
1887,2023,Se recibe correo de la invitada solicitando el cierre de su cuenta por motivos personales. Se adjunta imagen del correo.,SOPORTE,CERRADO
1888,2024,Invitada solicita eliminar la cuenta bancaria Interbank y solo considerar la cuenta BBVA.  Se adjunta imagen.,FINANZAS - SOPORTE,CERRADO
1889,2025,Invitado no está de acuerdo que se niegue su retiro de 15 //000.00 // pese a haberle explicado el motivo de la denegación e invitarlo a revisar información en nuestro términos y condiciones // invitado exige que se haga excepción con él ya que juega fuerte y últimamente ha perdido mucho (segú su versión). también pide que al solicitar retiro sea denegado de un inicio // no aceptarlo para luego brindarle la información // ya que esto confunde a los invitados y los hace confiar que se hará el depósito a su cuenta de banco. ,CONTROL Y GESTION - SOPORTE,CERRADO
1890,2026,Invitada solicita cambio de cuenta bancaria // eliminar la cuenta scotiabank y colocar la cuenta interbank.,FINANZAS - SOPORTE,CERRADO
1892,2028,Invitada solicita el cierre de su cuenta en dólares ya que desea aperturar una en soles. Se explica TyC ya que invitada ya ha gozado de un bono de bienvenida el 13/08/2020 18:33:05 por el monto de $100 (se adjunta imagen). Invitada aún no ha realizado recarga.,DEPORTES - SOPORTE,CERRADO
1893,2029,Invitado realizó apuesta de S/172.50 y se le pagó premio de S/300 (según su versión). pero al actualizar saldo // notó que este bajó 0 (como se muestra en la foto de ruleta). pese a no mostrarse pago en su historial // pide que revisen su caso y se devuelva premio.  se adjunta fotos,CONTROL Y GESTION - SOPORTE,CERRADO
1894,2030,Invitada solicita el cierre de su cuenta por motivos personales. Se observa que la invitada tiene un (01) sol de saldo y 12 puntos para el evento del día 19/06. Se envía correo a la invitada indicándole las observaciones y preguntándole si desea desistir de su saldo y puntos o desea jugarlos y terminar de acumularlos // pero solo responde que desiste de su saldo. Se adjunta ambos correos que envió la invitada.,SOPORTE,CERRADO
1895,2031,Invitada realizó recarga recarga vía BCP por SafetyPay y aún no ha cargado en su cuenta de casino. se foto,SOPORTE,CERRADO
1896,2032,Invitada realizó una recarga vía PagoEfectivo de s/100 con su tarjeta de BCP  // la cual e monto fue debitado y hasta el momento no se verifica en su cuenta. En Alira se verifica "En Curso".   Se cargan imágenes. ,SOPORTE,CERRADO
1897,2033,Invitada realizó recarga Vía BCP por SafetyPay y aún no visualiza monto en su cuenta. se adjunta fotos compartidas de invitada. ,SOPORTE,CERRADO
1898,2034,Invitada realiza una recarga vía Pago Efectivo con tarjeta BCP. El efectivo es descontado de su cuenta de banco // pero no se visualiza en su bolsa de casino. Se adjuntar voucher de pago.,SOPORTE,CERRADO
1899,2035,Invitada realizó una recarga vía PagoEfectivo  // la cual el monto fue debitado y hasta el momento no se verifica en su cuenta.   Se carga imágenes. ,SOPORTE,CERRADO
1900,2036,Invitada realizó recarga vía BCP por SafetyPay y aún no visualiza monto en su cuenta se adjunta foto compartido por invitada. ,SOPORTE,CERRADO
1901,2037,Invitado solicita reactivación de cuenta // envía correo.,SOPORTE,CERRADO
1902,2038,SE COLOCA TABLA DE POSICION DE TORNEO POR QUE NO APARECE TABLA DE TOP50. LA CIENTE EN MENCIÓN RECLAMA QUE NO ESTÁ CONFORME CON EL PUNTAJE QUE VISUALIZA EN EL RANKING DEL TOP 50. INDICA QUE EL SABADO 12/06 NO PUDO VISUALIZAR LA TABLA Y JUGÓ REGULAR. HOY 14/06 LOGRA VER LA TABLA PERO INDICA QUE NO ESTÁ SUMANDO CON EL MULTIPLICADOR X5. SE ADJUNTA IMAGEN QUE ENVÍA LA CLIENTE Y FOTO DE ALIRA CON LOS DEPOSITOS REALIZADOS EL 12 Y 14 DEL PRESENTE MES. INDICA QUE SIEMPRE OCURRE ESTA FALLA CON SU  CUENTA.,CONTROL Y GESTION - OPERACIONES TI - SOPORTE,CERRADO
1903,2039,Mozilla/5.0 (Linux // Android 10 // SAMSUNG SM-A305G) AppleWebKit/537.36 (KHTML // like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36 LA APUESTA MÁXIMA ES DE 80 SOLES SIN EMBARGO APARECE DE 100 SOLES SEGÚN  FOTOS Y LE COME SU CRÉDITO AL JUGAR LA APUESTA MÁXIMA Y LE APARECE EL ERROR DE JUEGO Y LA BOTA A LA PANTALLA DE INICIO Y NO VE LAS JUGADAS Y LE COME SUS CRÉDITOS,CONTROL Y GESTION,CERRADO
1904,2040,Invtada indica que cuando hubo en su juego atraccion gano 250 soles y no se cargo a su cuenta efectivo del casino online.  Mozilla/5.0 (Linux // Android 10 // SAMSUNG SM-G9650) AppleWebKit/537.36 (KHTML // like Gecko) SamsungBrowser/14.0 Chrome/87.0.4280.141 Mobile Safari/537.36,CONTROL Y GESTION - SOPORTE,CERRADO
1905,2041,Invitado realizó solicitud de retiro a las 7:43PM y canjeó su bono después // a las 8:26PM // la cual quedó inhabilitado. Por favor Invitado desea devolución de bono.   Se carga imágenes de Alira. ,CONTROL Y GESTION - DEPORTES - SOPORTE,CERRADO
1906,2042,Invitada recibe el bono por Sorteo electrónico BP100PENF19###406533 de su ejecutiva el día 14/06 // al intentando canjearlo le sale código no existe // se verifica en CRM que dicho código venció el 08/05/2021. Se pide las disculpas del caso a invitada. Su apoyo para ampliar el plazo de vigencia del bono recibido. Se adjunta imagen de código CRM // así como mensaje de ejecutiva brindando el SE.,CONTROL Y GESTION - DEPORTES - SOPORTE,CERRADO
1907,2043,Invitada indica que estaba jugando con apuestas menores de S/4 // su hijo Ricardo Vallejos ingresa a la máquina  Thug Life y hace una apuesta de S/3 // ellos recalcan que la apuesta fue sólo de S/3 // se explica que en historial se visualiza  5 apuestas de S/50 entre las  22:40:56 hasta las 22:41:16 // y es por ello que su saldo disminuyó. Se explica y se invita a ver el historial // pero invitados (mamá e hijo) no comprenden. Insisten en que se ingrese su reclamo y se haga la devolución. Se adjunta movimientos del juego.,SOPORTE,CERRADO
1908,2044,Mozilla/5.0 (iPhone // CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML // like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1 Cada vez que estoy jugando pasa esto que se cuelga el juego no será que sistemáticamente me roban ponen las máquinas para que no me pague que pasa [0:07 // 15/6/2021] Mirna Abanto: Estoy viendo con sistemas el juego [0:07 // 15/6/2021] Paola Ruiz: Otros juegos salen normal juego y lógicamente me gana vuelvo al juego juega normal dos tiradas luego sale lo que te mando la pregunta es así como sale Error de ustedes también es error osea me devolverán los 300 mil soles que ya le metí porq no será que estoy jugando en una máquina que nunca va a pagar que está mal programada que está malogrado ,OPERACIONES TI,CERRADO
1909,2045,Mozilla/5.0 (iPhone // CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML // like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1 Me sale así como te mande y se queda congelado pero todos los demás juegos si juegan normal INIDCA EL JUEGO SE CUELGA Y SALE NUEVEMENTE ERROR SE ADJUNTA FOTOS PIDE LE DEVUELVAN LO INVERTIDO,OPERACIONES TI,CERRADO
1910,2046,INVITADA DEPOSITO EN DOLARES // CUANDO LA CUENTA ES EN SOLES // POR FAVOR DEVOLVER EL DINERO EN CUENTA DE AHORRO DOLARES SCOTIABANK QUE SE ADJUNTO A CONTINUACION// SE LE REFUERZA A LA INVITADA QUE UNICAMENTE PUEDE DEPOSITAR EN LA MONEDA QUE SE REGISTRO // EN ESTE CASO SOLES.,FINANZAS - SOPORTE,CERRADO
1911,2047,Invitado indica que apróximadamente  las 3:10pm realizó una recarga de S/.  9 //200.00. dejando saldo intacto en su cuenta // indica que acaba de ingresar nuevamente a su cuenta y visualiza en su historial que han jugado saldo // invitado niega haber sido él. pide que monto sea devuelto.  última apuesta que reconoce fue 15/06/2021 09:03:06 AM // conectado desde  iphone 11pro max // datos // Safari. se adjunta fotos de alira. ,CONTROL Y GESTION,CERRADO
1912,2048,Invitado solicita la reactivación de su cuenta. se adjunta foto de correo.,SOPORTE,CERRADO
1913,2049,Invitado menciona que iba a apostar un evento en dota y el sistema le mando el error de que no contaba con el saldo suficiente. Adjunta pruebas. ,CONTROL Y GESTION - SOPORTE,CERRADO
1914,2050,Invitado solicita el cierre definitivo de su cuenta online. Envía correo electrónico y se confirma solicitud mediante llamada telefónica. Así mismo // desiste de los s/12.10 que tiene en su cuenta.  Se adjuntan correos. ,SOPORTE,CERRADO
1915,2051,Invitada menciona que desde hace un mes en su perfil solo aparece que tiene 89 puntos. ,OPERACIONES TI - SOPORTE,CERRADO
1916,2052,Invitada recibe el código del sorteo electrónico el día 12JUN con fecha de expiración 13JUN // por lo que intentó ingresarlo el día de hoy y el sistema no le permite // solicita por favor se pueda reactivar el bono. Se adjunta imagen de crm con fecha de entrega de código y fecha de expiración.,DEPORTES - SOPORTE,CERRADO
1917,2053,Clienta indica que estuvo jugando de 18 soles el tiro y cuando le abre la atracción hay un error de conexión y no le regresa la jugada // por lo tanto no sabe cuanto es el monto que le debio pagar. Conexión: wifi modelo y marca celular: samsung S9 PLUS Navegador: CHROME,CONTROL Y GESTION - SOPORTE,CERRADO
1919,2055,invitado indica que se ha comunicado varias veces para poder realizar cambio de su cuenta Online de USD a PEN  // invitado indica que el no se creo la cuenta y se lo crearon den esa moneda // exige cerrar dicha cuenta para crearse una cuenta nueva con la moneda que el desea jugar.  ,SOPORTE,CERRADO
1920,2056,Invitada envía correo indicando que ha realizado 2 recargas de 100 soles cada una. Se verifica en el sistema que tiene hasta 3 recargas de  100 soles de las cuales solo paso 1 el de las 02:14am vía SAFETYPAY  y aprobado a las 03:19am. Las otras 2 recargas figuran como 2 en curso pendiente. Se adjunta imágenes que compartió la invitada  vía correo y se agrega imagen de ALIRA.,SOPORTE,CERRADO
1921,2057,El 8 de junio invitada recibe sorteo electrónico BR100PENX20F8###3e5f50 por parte de su ejecutiva // hoy intenta ingresarlo // pero le sale "error código no es válido" // se descarta que haya espacios extras al momento de insertar el código. Su apoyo para determinar lo sucedido. Invitada desea jugar el bono que su ejecutiva ofreció. Se adjunta imagen de invitada y mensaje de CRM de ejecutiva.,DEPORTES - SOPORTE,CERRADO
1922,2058,se deniega retiro a invitada por inclumplir los TC de retiro // invitada se opone alegando que no la puede obligar a jugar su monto depositado // pide que su caso sea revisado y se haga excepción ya que mostrará pruebas para denunciarnos ante indecopi y publicar en redes sociales. indica que información brindada // solo hará que la pierdan como clienta.  se adjunta foto de alira. ,CONTROL Y GESTION - SOPORTE,CERRADO
1923,2059,invitado solicita el cierre de cuenta (se adjunta correo) // previo a ello en chat indica que desea cambiar de moneda de soles a dólares // no se visualiza movimiento alguno en cuenta // indicamos que este cambio sería por primera y única vez. Adicional solicitamos documentos de validación (DNI y cuenta bancaria) para proceder con solicitud.,SOPORTE,CERRADO
1924,2060,OJO: Desde su creación hasta el día de hoy // no se reflejan retiro ni recargas en la cuenta de casino de invitado. La cuenta de donde se visualizan las retenciones y abonos según invitado son de  Cuenta Simple Soles en Interbank es: 8983194816601// Cuenta Interbancario en Interbank es: 00389801319481660145.  **Invitado se comunica en día 17/06 indicando que hay un abono en su cuenta interbank por S/300 (se adjunta imagen) // pero él nunca solicitó un retiro a favor // de igual manera indica que aparece en sus movimientos // pero ya no se visualiza como saldo disponible.  **Hoy 17/06 // invitado nos explica que ha tenido varios descuentos por un total de S/800 en su misma cuenta con la glosa ATLANTIC  // por lo cual ya está tramitando un reclamo con el banco Interbank para determinar lo sucedido // ya que él no ha hecho recargas a su cuenta de casino. El banco le indicó que ello parece ser una retención de una deuda pendiente que Atlantic está cobrando. (se adjuntan los movimientos con descuentos) **Indicamos que ingresaremos la consulta para que quede como registro en el sistema // pero por parte de Atlantic no encontramos ninguna irregularidad // adicional no contamos con la potestad de retener efectivo en las entidades bancarias. Entiende y seguirá proceso con banco.,FINANZAS - SOPORTE,CERRADO
1925,2061,Invitada solicita reactivación de cuenta. Se adjunta correo.,SOPORTE,CERRADO
1926,2062,Invitada solicita la modificación de su cuenta bancaria // indica tener bloqueada cuenta que adjuntó el 11/08/2020 (BCP).  Desea solo quedarse con nueva cuenta adjunta ingresada hoy 20/06/2021 (BCP) se comparte foto de invitada ,FINANZAS - SOPORTE,CERRADO
1927,2063,INVITADO SOLICITA LA REACTIVACIÓN DE SU CUENTA PARA JUGAR CON EL PREMIO  DEL SORTEO ELECTRÓNICO BP1500PENF8###11b16c. SE ADJUNTA PANTALLAZO DE LA CONVERSACIÓN POR WHATSAPP. ,DEPORTES - SOPORTE,CERRADO
1928,2064,Invitado indica que no puede retirar sus 76.94 soles de su cuenta. Se informa al invitado que el monto mínimo de retiro es 100 soles // indicando que no va jugar mas y que lo estamos obligando a depositar y que desea retirarse por que ha estado jugando mas de 50 mil soles  y no le han dado bonos // se informa al invitado que para solicitar el cierre de su cuenta debe enviar un correo solicitando e indicando que por favor se le deposite la diferencia. Pero invitado se niega a realizar el correo e indica que se le esta obligando a jugar. Se adjunta imagen de ALIRA ,CONTROL Y GESTION - SOPORTE,CERRADO
1930,2066,Cliente recurrente indica que no calificó para el evento del sábado 19 y solicita revisión de sus puntos ya que le parace extraño no haber llegado a completar el puntaje // indica que ya tuvo inconvenientes con el puntaje anteriormente y que se lo reportó a su ejecutiva.,OPERACIONES TI - SOPORTE,CERRADO
1932,2068,Invitado indica que el día 16 de junio realizó un retiro de S/. 300 vía "Visa" y monto aún no ha llegado a su cuenta de banco.  se verificó que cuenta donde se hizo el depósito no está a nombre de invitado y se consulta si alguna vez ha realizado recargas con tarjeta de terceros // invitado indicó que nunca // siempre las recargas fueron por su tarjeta donde él es titular y que cuenta donde solicitó retiro Visa // le pertence.  se adjunta fotos comprartidas por invitado e imagen de alira,FINANZAS - SOPORTE,CERRADO
1933,2069,Invitado menciona que quiere se le envié detalle de las recargas realizadas // para enviar de sustento a su banco porque tiene descuentos del casino.,FINANZAS - SOPORTE,CERRADO
1934,2070,25/06/2021 10:30:49 190.239.191.17  Peru  Mozilla/5.0 (Linux // Android 9 // motorola one macro) AppleWebKit/537.36 (KHTML // like  INVITADO INDICA QUE EN El JUEGO ANTERIOR LE SALIÓ QUE NO TOMO LA APUESTA Y DEVOLVIÓ EL CREDITO // LUEGO SE LLEVÓ 100 SOLES. INDICA QUE SON VARIAS VECES QUE SUCEDE LO MISMO. QUIERE QUE DEVUELVAN LOS 100 SOLES. SE ADJUNTA FOTO QUE ENVÍA EL CLIENTE. FOTO DE ALIRA DE LOS MOVIMIENTOS EN EL RANGO DE HORARIO QUE INDICA.,CONTROL Y GESTION - SOPORTE,CERRADO
1935,2071,*Mozilla/5.0 (windows NT 10.0 // Win64x64)Applewebkit/537.36 (KHTML // like Gecko) Chrome/91.0.4472.114 Safari/537.36 *Computadora a cable *Invitado no cuenta con imagen // se adjunta imagen de Alira  * Invitado indica que el dealer le dio una carta extra que nunca pidió // perdiendo la apuesta completa. Reclama que se de por ganada su apuesta.  Invitado dice: "Yo abro dos cartas de 8 y me da dos veces 2  con lo que llego a 10. Pido una más y me da 20 // luego el dealer me da otra carta (de 20) sin que yo pida nada"  No recuerda la hora exacta // sólo que fueron 2 posturas de S/500 // luego le tocó 8 y 8 // abrió la jugada y apostó S/500 mas en cada una. S/ 1000 en cada 8 y S/ 500 en la primera postura en total S/2500.  Se solicita revisar el rango de tiempo de 22:27:11 hasta las 22:44:04.  ,CONTROL Y GESTION - SOPORTE,CERRADO
1936,2072,Bono BCC50PEN###5a5373 por S/50 fue canjeado el día de ayer 25/06/2021 a las 15:11hrs. Invitada solicita retiro el mismo día por S/201 // retiro es aprobado a las 20:55:05 eliminándose el bono en cuestión. Se explica bonos tienen una característica especial // que ante una solicitud de retiro se elimina automáticamente. Invitada indica que su ejecutiva no le explicó ello // sólo le dio la vigencia de 15 días para su uso. Se pide como excepción poder brindarle nuevamente el bono // es el primero que recibe en toda su estadía en el casino online.,CONTROL Y GESTION - SOPORTE,CERRADO
1937,2073,Invitado envia correo solicitando cierre definitivo de cuenta.,SOPORTE,CERRADO
1938,2074,Invitada solicita cierre de cuenta ya que desea cambiar a moneda a dólares. Se explica que podemos realizarlo como excepción y que este cambio será definitivo // ella acepta.  Se adjunta correo de invitada y perfil de Alira. No tiene reclamo pendiente // desiste de su saldo a favor S/0 //08,SOPORTE,CERRADO
